no,name,line,gugun,dong,address,lat,lng
139,여의나루,5,영등포구,여의도동,서울특별시 영등포구 여의도동 84-4 여의나루역,37.5267506,126.9328452
140,마포,5,마포구,도화동,서울특별시 마포구 도화동 160 마포역,37.539705,126.94604
141,공덕,5,마포구,공덕동,"서울특별시 마포구 공덕동 423-29 공덕역(5, 6호선)",37.5444535,126.9511752
142,애오개,5,마포구,아현동,서울특별시 마포구 아현동 612 애오개역,37.55348,126.95651
143,충정로(경기대입구),5,서대문구,충정로3가,서울특별시 서대문구 충정로3가 248-1 충정로역(5호선),37.5611255,126.9635279
144,서대문,5,종로구,평동,서울특별시 종로구 평동 210 서대문역,37.5661698,126.9669625
145,광화문(세종문화회관),5,종로구,세종로,서울특별시 종로구 세종로 1-90 광화문역,37.571612,126.976254
146,종로3가(탑골공원),5,종로구,낙원동,서울특별시 종로구 낙원동 126 종로3가역(5호선),37.5715,126.9912475
147,을지로4가,5,중구,을지로4가,서울특별시 중구 을지로4가 192 을지로4가역(5호선),37.56662,126.997631
148,동대문역사문화공원,5,중구,광희동1가,서울특별시 중구 광희동1가 235-6 동대문역사문화공원역(5호선),37.565111,127.007783
149,청구,5,중구,신당동,"서울특별시 중구 신당동 295-2 청구역(5, 6호선)",37.5591145,127.0131005
150,신금호,5,성동구,금호동2가,서울특별시 성동구 금호동2가 223-1 신금호역,37.554468,127.020794
151,행당,5,성동구,행당동,서울특별시 성동구 행당동 317-241 행당역,37.557402,127.029637
152,왕십리(성동구청),5,성동구,행당동,서울특별시 성동구 행당동 192 왕십리역(5호선),37.5622586,127.0372276
153,마장,5,성동구,마장동,서울특별시 성동구 마장동 772 마장역,37.5660505,127.0429223
154,답십리,5,성동구,용답동,서울특별시 성동구 용답동 99 답십리역,37.5668422,127.0526017
155,장한평,5,동대문구,장안동,서울특별시 동대문구 장안동 472-3 장한평역,37.561472,127.064657
156,군자(능동),5,광진구,능동,"서울특별시 광진구 능동 275-5 군자역(5, 7호선)",37.5569984,127.079719
157,아차산(어린이대공원후문),5,광진구,능동,서울특별시 광진구 능동 256-16 아차산역,37.5528109,127.0889706
158,광나루(장신대),5,광진구,광장동,서울특별시 광진구 광장동 237 광나루역,37.5454285,127.1036523
159,천호(풍납토성),5,강동구,천호동,"서울특별시 강동구 천호동 455 천호역(5, 8호선)",37.5385777,127.1234213
160,강동,5,강동구,천호동,서울특별시 강동구 천호동 447 강동역,37.5356924,127.1340676
161,길동,5,강동구,길동,서울특별시 강동구 길동 378 길동역,37.537776,127.140009
162,굽은다리(강동구민회관앞),5,강동구,명일동,서울특별시 강동구 명일동 345-12 굽은다리역,37.54619,127.14283
163,명일,5,강동구,명일동,서울특별시 강동구 명일동 312 명일역,37.5513169,127.1439955
164,고덕,5,강동구,고덕동,서울특별시 강동구 고덕동 310 고덕역,37.5556248,127.1538766
165,상일동,5,강동구,상일동,서울특별시 강동구 상일동 148 상일동역,37.557186,127.169284
166,둔촌동,5,강동구,둔촌동,서울특별시 강동구 둔촌동 416 둔촌동역,37.527664,127.136248
167,올림픽공원(한국체대),5,송파구,방이동,서울특별시 송파구 방이동 89-28 올림픽공원역,37.516398,127.131046
168,방이,5,송파구,방이동,서울특별시 송파구 방이동 217-2 방이역,37.50828,127.1256705
169,오금,5,송파구,오금동,서울특별시 송파구 오금동 44-2 오금역,37.5022335,127.128354
170,개롱,5,송파구,오금동,서울특별시 송파구 오금동 165-2 개롱역,37.4982404,127.136456
171,거여,5,송파구,거여동,서울특별시 송파구 거여동 20-14 거여역,37.493422,127.143597
172,마천,5,송파구,마천동,서울특별시 송파구 마천동 307-4 마천역,37.4946944,127.1521944
173,응암,6,은평구,역촌동,서울특별시 은평구 역촌동 85-41 응암역,37.5986299,126.9155626
174,역촌,6,은평구,녹번동,서울특별시 은평구 녹번동 144-69 역촌역,37.6059994,126.9229527
175,불광,6,은평구,대조동,서울특별시 은평구 대조동 14-1 불광역(6호선),37.610876,126.929356
176,독바위,6,은평구,불광동,서울특별시 은평구 불광동 13-33 독바위역,37.618397,126.933056
177,연신내,6,은평구,갈현동,서울특별시 은평구 갈현동 397 연신내역,37.6191237,126.9211376
178,구산,6,은평구,구산동,서울특별시 은평구 구산동 1 구산역,37.6111396,126.9169368
179,새절(신사),6,은평구,신사동,서울특별시 은평구 신사동 337-5 새절역,37.5910797,126.9132724
180,증산(명지대앞),6,은평구,증산동,서울특별시 은평구 증산동 199-8 증산역,37.5836921,126.9092563
181,디지털미디어시티,6,은평구,수색동,서울특별시 은평구 수색동 37-36 디지털미디어시티역,37.5779636,126.9004205
182,월드컵경기장(성산),6,마포구,성산동,서울특별시 마포구 성산동 420 월드컵경기장역,37.569656,126.899058
183,마포구청,6,마포구,성산동,서울특별시 마포구 성산동 592 마포구청역,37.5626638,126.9041008
184,망원,6,마포구,망원동,서울특별시 마포구 망원동 378 망원역,37.5557572,126.909907
185,합정,6,마포구,합정동,서울특별시 마포구 합정동 414 합정역(6호선),37.548987,126.913615
186,상수,6,마포구,상수동,서울특별시 마포구 상수동 309-10 상수역,37.5466338,126.9226203
187,광흥창(서강),6,마포구,창전동,서울특별시 마포구 창전동 145-17 광흥창역,37.5474463,126.9319256
188,대흥(서강대앞),6,마포구,대흥동,서울특별시 마포구 대흥동 128-1 대흥역,37.5477312,126.9423543
189,공덕,6,마포구,공덕동,"서울특별시 마포구 공덕동 423-29 공덕역(5, 6호선)",37.5444535,126.9511752
190,효창공원앞,6,용산구,효창동,서울특별시 용산구 효창동 80 효창공원앞역,37.539298,126.961356
191,삼각지,6,용산구,한강로1가,서울특별시 용산구 한강로1가 228-1 삼각지역(6호선),37.5360789,126.9737232
192,녹사평(용산구청),6,용산구,용산동4가,서울특별시 용산구 용산동 4가 4 녹사평역,37.5347919,126.9870163
193,이태원,6,용산구,이태원동,서울특별시 용산구 이태원동 119-23 이태원역,37.5345103,126.9946564
194,한강진,6,용산구,한남동,서울특별시 용산구 한남동 726-494 한강진역,37.54072,127.00199
195,버티고개,6,중구,신당동,서울특별시 중구 신당동 366-454 버티고개역,37.5478919,127.0071227
196,약수,6,중구,신당동,서울특별시 중구 신당동 369-2 약수역(6호선),37.554173,127.010299
197,청구,6,중구,신당동,"서울특별시 중구 신당동 295-2 청구역(5, 6호선)",37.5591145,127.0131005
198,신당,6,중구,흥인동,서울특별시 중구 흥인동 162-1 신당역(6호선),37.567534,127.0161118
199,동묘앞,6,종로구,창신동,서울특별시 종로구 창신동 263-2 동묘앞역(6호선),37.5795663,127.0146945
200,창신,6,종로구,창신동,서울특별시 종로구 창신동 20-8 창신역,37.5795663,127.0146945
201,보문,6,성북구,보문동1가,서울특별시 성북구 보문동 1가 127-1 보문역,37.5855633,127.0201782
202,안암(고대병원앞),6,성북구,안암동5가,서울특별시 성북구 안암동5가 146-1 안암역,37.586051,127.0293623
203,고려대(종암),6,성북구,종암동,서울특별시 성북구 종암동 29-18 고려대역,37.59041,127.035877
204,월곡(동덕여대),6,성북구,하월곡동,서울특별시 성북구 하월곡동 35-1 월곡역,37.601925,127.04153
205,상월곡(한국과학기술연구원),6,성북구,상월곡동,서울특별시 성북구 상월곡동 26-1 상월곡역,37.6066,127.048862
206,돌곶이,6,성북구,석관동,서울특별시 성북구 석관동 349-8 돌곶이역,37.61054,127.05675
207,석계,6,노원구,월계동,서울특별시 노원구 월계동 25-2 석계역,37.615123,127.0669139
208,태릉입구,6,노원구,공릉동,"서울특별시 노원구 공릉동 616-4 태릉입구역(6, 7호선)",37.6179085,127.0750345
209,화랑대(서울여대입구),6,노원구,공릉동,서울특별시 노원구 공릉동 285-2 화랑대역,37.6201651,127.0838154
210,봉화산(서울의료원),6,중랑구,신내동,서울특별시 중랑구 신내동 643-1 봉화산역,37.6173363,127.0913181
211,장암,7,의정부시,장암동,경기도 의정부시 장암동 160-8 장암역,37.7001237,127.0531803
212,도봉산,7,도봉구,도봉동,서울특별시 도봉구 도봉동 38-3 도봉산역,37.6892434,127.0465149
213,수락산,7,노원구,상계동,서울특별시 노원구 상계동 1132-9 수락산역,37.6771548,127.0553068
214,마들,7,노원구,상계동,서울특별시 노원구 상계동 650 마들역,37.6675895,127.0569843
215,노원,7,노원구,상계동,서울특별시 노원구 상계동 729-0 노원역(7호선),37.654278,127.06058
216,중계,7,노원구,중계동,서울특별시 노원구 중계동 503-3 중계역,37.6425631,127.0652144
217,하계,7,노원구,하계동,서울특별시 노원구 하계동 273-5 하계역,37.6351911,127.0685438
218,공릉(서울과학기술대),7,노원구,공릉동,서울특별시 노원구 공릉동 385-4 공릉역,37.6258623,127.0728393
219,태릉입구,7,노원구,공릉동,"서울특별시 노원구 공릉동 616-4 태릉입구역(6, 7호선)",37.6179085,127.0750345
220,먹골,7,중랑구,묵동,서울특별시 중랑구 묵동 189-5 먹골역,37.61078,127.077707
221,중화,7,중랑구,중화동,서울특별시 중랑구 중화동 50-3 중화역,37.601757,127.079416
222,상봉(시외버스터미널),7,중랑구,상봉동,서울특별시 중랑구 상봉동 160-7 상봉역,37.5959947,127.0843699
223,면목,7,중랑구,면목동,서울특별시 중랑구 면목동 282-6 면목역,37.5891527,127.0873411
224,사가정,7,중랑구,면목동,서울특별시 중랑구 면목동 495 사가정역,37.5817877,127.0843345
225,용마산,7,중랑구,면목동,서울특별시 중랑구 면목동 1382-13 용마산역,37.573909,127.08685
226,중곡,7,광진구,중곡동,서울특별시 광진구 중곡동 273-2 중곡역,37.565535,127.084086
227,군자(능동),7,광진구,능동,"서울특별시 광진구 능동 275-5 군자역(5, 7호선)",37.5569984,127.079719
228,어린이대공원(세종대),7,광진구,화양동,서울특별시 광진구 화양동 164-1 어린이대공원역,37.5471129,127.0739401
229,건대입구,7,광진구,화양동,서울특별시 광진구 화양동 6-3 건대입구역(7호선),37.540397,127.069253
230,뚝섬유원지,7,광진구,자양동,서울특별시 광진구 자양동 73-2 뚝섬유원지역,37.5321213,127.0668458
231,청담,7,강남구,청담동,서울특별시 강남구 청담동 77-76 청담역,37.5191066,127.0520336
232,강남구청,7,강남구,삼성동,서울특별시 강남구 삼성동 111-44 강남구청역,37.5171837,127.041273
233,학동,7,강남구,논현동,서울특별시 강남구 논현동 279-67 학동역,37.511206,127.021728
234,논현,7,강남구,논현동,서울특별시 강남구 논현동 280 논현역,37.5106484,127.0218283
235,반포,7,서초구,잠원동,서울특별시 서초구 잠원동 103 반포역,37.50796,127.01151
236,고속터미널,7,서초구,반포동,서울특별시 서초구 반포동 19-11 고속터미널역(7호선),37.5054076,127.0070817
237,내방,7,서초구,방배동,서울특별시 서초구 방배동 874-16 내방역,37.4886653,126.9943636
238,이수,7,동작구,사당동,서울특별시 동작구 사당동 144-4 이수역,37.4849508,126.980963
239,남성,7,동작구,사당동,서울특별시 동작구 사당동 산 25-33 남성역,37.484792,126.970785
240,숭실대입구(살피재),7,동작구,상도동,서울특별시 동작구 상도동 514 숭실대입구역,37.49567,126.95395
241,상도,7,동작구,상도1동,서울특별시 동작구 상도1동 702-1 상도역,37.5028025,126.9476764
242,장승배기,7,동작구,상도동,서울특별시 동작구 상도동 26-20 장승배기역,37.5045422,126.9385948
243,신대방삼거리,7,동작구,대방동,서울특별시 동작구 대방동 406-10 신대방삼거리역,37.49952,126.92836
244,보라매,7,동작구,대방동,서울특별시 동작구 대방동 466-51 보라매역,37.4998737,126.9205715
245,신풍,7,영등포구,신길동,서울특별시 영등포구 신길동 3599 신풍역,37.5002786,126.9094236
246,대림(구로구청),7,구로구,대림동,서울특별시 구로구 대림동 1050-17 대림역(7호선),37.4927052,126.8966027
247,남구로,7,구로구,구로동,서울특별시 구로구 구로동 801-95 남구로역,37.486142,126.88734
248,가산디지털단지,7,금천구,가산동,서울특별시 금천구 가산동 54-3 가산디지털단지역,37.481128,126.883016
249,철산,7,광명시,철산동,경기도 광명시 철산동 526 철산역,37.4760554,126.8679003
250,광명사거리,7,광명시,광명동,경기도 광명시 광명동 158-211 광명사거리역,37.4792784,126.8547139
251,천왕,7,구로구,오류동,서울특별시 구로구 오류동 174-6 천왕역,37.486651,126.838759
252,온수(성공회대입구),7,구로구,온수동,서울특별시 구로구 온수동 53-1 온수역(7호선),37.492097,126.823042
253,까치울,7,부천시,춘의동,경기도 부천시 원미구 춘의동 3-1 까치울역,37.5062327,126.8113591
254,부천종합운동장,7,부천시,춘의동,경기도 부천시 원미구 춘의동 15-1 부천종합운동장역,37.505452,126.797498
255,춘의,7,부천시,춘의동,경기도 부천시 원미구 춘의동 145 춘의역,37.504668,126.786654
256,신중동,7,부천시,중동,경기도 부천시 원미구 중동 1140-6 신중동역,37.503064,126.775977
257,부천시청,7,부천시,중동,경기도 부천시 원미구 중동 1243 부천시청역,37.5045826,126.7640261
258,상동,7,부천시,상동,경기도 부천시 원미구 상동 633 상동역,37.505814,126.753163
259,삼산체육관,7,부평구,삼산동,인천광역시 부평구 삼산동 466 삼산체육관역,37.506424,126.742098
260,굴포천,7,부평구,삼산동,인천광역시 부평구 삼산동 466 굴포천역,37.506967,126.731267
261,부평구청,7,부평구,갈산동,인천광역시 부평구 갈산동 193-45 부평구청역,37.508073,126.72091
262,암사,8,강동구,암사동,서울특별시 강동구 암사동 501 암사역,37.5511435,127.1281759
263,천호(풍납토성),8,강동구,천호동,"서울특별시 강동구 천호동 455 천호역(5, 8호선)",37.5385777,127.1234213
264,강동구청,8,강동구,성내동,서울특별시 강동구 성내동 319 강동구청역,37.5304447,127.1205399
265,몽촌토성(평화의문),8,송파구,신천동,서울특별시 송파구 신천동 19 몽촌토성역,37.518545,127.113083
266,잠실(송파구청),8,송파구,잠실동,서울특별시 송파구 잠실동 7-4 잠실역(8호선),37.5149545,127.1042019
267,석촌,8,송파구,석촌동,서울특별시 송파구 석촌동 209 석촌역,37.50553,127.10658
268,송파,8,송파구,가락동,서울특별시 송파구 가락동 459-4 송파역,37.499739,127.112201
269,가락시장,8,송파구,가락동,"서울특별시 송파구 가락동 184-23 가락시장역(3, 8호선)",37.4928393,127.1180844
270,문정,8,송파구,문정동,서울특별시 송파구 문정동 119-4 문정역,37.4881176,127.1211404
271,장지,8,송파구,장지동,서울특별시 송파구 장지동 201-5 장지역,37.477699,127.126274
272,복정,8,송파구,장지동,서울특별시 송파구 장지동 596-21 복정역,37.470375,127.126685
273,산성,8,성남시 수정구,신흥동,경기도 성남시 수정구 신흥동 7-4 산성역,37.4564866,127.1499344
274,남한산성입구(성남법원?검찰청),8,성남시 수정구,단대동,경기도 성남시 수정구 단대동 96 남한산성입구역,37.451548,127.159837
275,단대오거리,8,성남시 수정구,신흥동,경기도 성남시 수정구 신흥동 2467 단대오거리역,37.44505,127.156709
276,신흥,8,성남시 수정구,신흥동,경기도 성남시 수정구 신흥동 2467 신흥역,37.4407489,127.1463494
277,수진,8,성남시 수정구,수진동,경기도 성남시 수정구 수진동 2205-1 수진역,37.4376051,127.1409692
278,모란,8,성남시 수정구,수진동,경기도 성남시 수정구 수진동 4808 모란역,37.4348869,127.1290696
